ZB=F,EUR=X,CHFUSD,GLD
114.5,0.69023,0.864902,79.83
114.1875,0.6907,0.867378,79.75
113.75,0.68662,0.874126,81.43
113.71875,0.68381,0.881834,82.24
114.0625,0.68115,0.887233,82.23
114.6875,0.68143,0.892061,82.18
114.40625,0.68395,0.888336,79.12
114.40625,0.68259,0.890472,80.28
115.40625,0.68395,0.890869,77.95
115.5625,0.68334,0.893975,77.75
116.21875,0.68171,0.897102,77.24
116.25,0.67417,0.904159,79.47
116.5,0.67304,0.907688,79.36
116.875,0.67563,0.907523,81.25
117.625,0.67395,0.904895,80.1
116.9375,0.67381,0.900252,79.57
117.78125,0.67751,0.895496,78.28
117.1875,0.68046,0.883314,77.32
118.0,0.68166,0.887311,78.28
118.0,0.67723,0.895175,79.4
117.65625,0.68498,0.886211,78.63
116.625,0.68217,0.886603,79.37
115.1875,0.68231,0.886289,78.6
114.8125,0.67986,0.886446,80.0
116.4375,0.6819,0.88505,78.84
115.65625,0.67953,0.881679,80.49
114.5,0.68353,0.876117,78.5
113.8125,0.69266,0.868885,78.52
114.34375,0.69382,0.870019,78.13
115.71875,0.69522,0.866101,79.24
116.5625,0.69769,0.863409,78.67
115.0,0.69502,0.865801,80.1
114.375,0.69459,0.864678,80.14
113.53125,0.69023,0.868734,81.52
114.4375,0.68428,0.877116,81.56
115.6875,0.67944,0.887548,83.0
116.375,0.68488,0.883392,82.46
117.90625,0.67949,0.893495,84.86
117.75,0.6782,0.899685,85.57
118.09375,0.67774,0.903261,85.13
118.40625,0.68106,0.894614,84.77
118.28125,0.64222,0.899119,86.78
118.8125,0.68194,0.895897,86.55
117.4375,0.67563,0.905469,88.25
118.25,0.67613,0.909091,88.58
118.5,0.67254,0.914997,89.54
119.53125,0.67558,0.916338,87.99
119.1875,0.68194,0.910001,86.7
120.09375,0.68306,0.908678,86.5
119.59375,0.68409,0.90967,87.42
120.78125,0.68269,0.911743,88.17
121.4375,0.68343,0.915919,87.89
118.96875,0.67686,0.920302,90.08
119.875,0.68143,0.910913,90.3
119.96875,0.67622,0.917768,91.75
119.3125,0.67696,0.91416,91.15
118.3125,0.67426,0.922339,92.06
119.3125,0.67272,0.925326,91.4
119.78125,0.67568,0.918527,89.35
119.1875,0.6744,0.919118,89.1
119.78125,0.68315,0.909835,87.68
119.375,0.68413,0.911494,88.95
117.8125,0.69066,0.906454,89.85
118.71875,0.64222,0.903098,91.0
119.28125,0.68956,0.907276,91.33
118.5,0.68578,0.907441,89.33
118.0625,0.687,0.902446,89.44
116.40625,0.68287,0.911411,89.71
117.0,0.68138,0.914662,89.15
116.0625,0.67889,0.913826,91.58
115.90625,0.67921,0.910581,93.24
117.25,0.67499,0.917263,93.25
117.0625,0.67449,0.921744,93.39
115.84375,0.67404,0.918695,92.74
116.0,0.66684,0.929368,93.71
116.21875,0.66146,0.940999,94.78
117.71875,0.65807,0.951475,95.99
119.6875,0.65824,0.959509,96.18
119.671883,0.65789,0.960615,97.24
119.0,0.65746,0.962094,95.18
117.546883,0.65458,0.965344,97.72
117.953133,0.64998,0.978474,96.5
118.421883,0.65206,0.9758,96.09
119.859383,0.65185,0.981451,95.87
118.265633,0.65181,0.968617,95.99
120.015633,0.6435,0.985513,97.01
119.390633,0.64012,0.989805,98.34
120.703133,0.64029,1.002155,98.71
121.484383,0.635,1.01595,99.17
120.640633,0.63865,1.001001,96.5
121.1875,0.63943,1.003512,93.04
120.953133,0.64758,0.993345,89.91
118.796883,0.64788,0.981547,90.1
119.0625,0.64053,0.991375,92.73
118.8125,0.63195,1.008471,93.8
118.171883,0.63235,1.008065,93.46
118.53125,0.63448,1.007557,91.88
118.796883,0.6346,1.00553,90.41
117.453133,0.63784,0.991572,89.27
117.546883,0.63828,0.989511,89.42
119.109383,0.63545,0.99453,90.25
118.34375,0.63674,0.987557,91.17
118.265633,0.64193,0.984058,90.35
119.421883,0.63195,0.997606,92.29
119.03125,0.63524,0.991768,91.77
119.671883,0.63203,0.9996,91.3
119.296883,0.63191,0.9996,91.11
118.421883,0.63347,0.991965,91.66
117.0,0.62664,1.000901,93.27
116.6875,0.62885,0.993937,92.56
116.4375,0.63557,0.982415,90.62
117.078133,0.62846,0.99167,90.25
117.15625,0.62547,0.997009,90.27
116.984383,0.62996,0.984543,89.22
116.109383,0.63759,0.966277,87.22
115.59375,0.63951,0.966557,87.27
116.03125,0.63886,0.966931,87.69
116.109383,0.64238,0.964134,85.81
116.890633,0.64012,0.966184,86.65
116.234383,0.64792,0.947059,84.58
116.125,0.64524,0.949307,86.27
115.421883,0.64367,0.950932,86.63
115.75,0.64998,0.947149,85.82
116.765633,0.64666,0.951656,87.24
117.25,0.64558,0.961261,87.42
117.25,0.6435,0.957304,86.99
115.84375,0.64612,0.950932,85.39
115.5,0.64645,0.947957,85.2
116.421883,0.64721,0.946701,87.0
116.453133,0.64119,0.95429,89.1
116.609383,0.644,0.95048,89.39
117.296883,0.63881,0.964599,90.9
116.96875,0.63339,0.975229,91.96
115.8125,0.63565,0.970685,90.98
116.859383,0.63351,0.97723,91.23
115.640633,0.63731,0.967679,89.36
114.765633,0.63873,0.964506,89.14
113.9375,0.64441,0.953289,86.51
114.46875,0.64346,0.960246,87.45
115.046883,0.64325,0.964506,87.96
115.890633,0.64724,0.959785,86.88
115.25,0.64798,0.959693,86.65
114.25,0.64148,0.96302,86.45
115.109383,0.63351,0.981836,89.06
114.9375,0.63924,0.973615,87.99
113.953133,0.64666,0.959601,85.55
114.125,0.64276,0.969744,87.02
112.9375,0.64679,0.961723,85.6
112.546883,0.65066,0.955201,85.83
112.796883,0.64625,0.957396,87.01
112.8125,0.64425,0.960615,87.25
113.578133,0.64358,0.965251,88.28
113.25,0.64475,0.957854,88.42
113.453133,0.63988,0.964785,88.95
113.28125,0.64421,0.957304,87.09
114.125,0.64226,0.960615,87.47
113.96875,0.638,0.966557,87.42
115.0,0.6348,0.976849,90.61
115.65625,0.6348,0.982222,91.47
115.59375,0.63492,0.979432,91.4
116.125,0.6298,0.986096,93.17
115.875,0.63694,0.974279,92.06
116.296883,0.63613,0.974469,91.23
116.84375,0.65215,0.967492,90.86
117.1875,0.63549,0.972006,91.5
117.3125,0.63351,0.972857,93.53
115.84375,0.627,0.984543,95.16
116.734383,0.62929,0.983187,95.91
116.875,0.62897,0.990197,96.17
115.5,0.63203,0.982801,94.44
114.640633,0.63068,0.980681,94.22
114.328133,0.63076,0.977995,94.17
114.546883,0.62838,0.982511,95.12
114.15625,0.63323,0.97078,93.06
113.609383,0.63725,0.963948,90.57
115.0,0.6374,0.965344,91.33
113.8125,0.63804,0.962742,91.69
115.03125,0.63527,0.967305,91.73
114.890633,0.6414,0.956023,90.59
114.828133,0.64211,0.953744,89.52
115.5,0.64131,0.954654,90.08
116.375,0.6645,0.924214,84.43
118.625,0.68269,0.909091,81.23
118.796883,0.67908,0.911411,81.36
118.78125,0.67962,0.910913,82.18
118.1875,0.68162,0.912492,81.71
118.984383,0.6889,0.903832,79.2
119.453133,0.69032,0.903587,78.89
119.9375,0.70102,0.899685,78.39
119.9375,0.70053,0.896138,78.98
120.109383,0.66445,0.886446,78.86
121.046883,0.70679,0.888099,76.49
120.546883,0.7151,0.880049,74.22
120.84375,0.71449,0.878735,73.08
119.453133,0.70225,0.885583,75.55
122.1875,0.70082,0.899442,77.56
122.546883,0.70746,0.891425,76.79
122.890633,0.69787,0.906536,85.46
122.796883,0.69906,0.901876,82.8
119.21875,0.69358,0.907112,85.98
117.453133,0.67586,0.930925,89.18
117.046883,0.6806,0.921829,88.32
117.359383,0.68338,0.917011,86.71
116.765633,0.68297,0.919456,86.45
117.4375,0.68498,0.915751,86.64
119.828133,0.69477,0.915751,89.57
117.171883,0.7094,0.89214,85.07
118.203133,0.71346,0.888573,85.97
119.390633,0.72422,0.880747,82.33
119.640633,0.72543,0.888178,82.59
121.96875,0.74047,0.870853,84.28
120.734383,0.73594,0.876808,87.27
118.28125,0.66858,0.886997,89.42
116.515633,0.7354,0.886132,89.9
116.625,0.74638,0.86881,83.22
115.046883,0.73411,0.880669,81.99
114.78125,0.73432,0.880437,82.2
114.25,0.74383,0.882145,83.31
114.390633,0.74129,0.882223,79.29
113.046883,0.74499,0.880437,77.21
113.484383,0.75113,0.869036,78.5
115.171883,0.76563,0.867905,76.03
115.859383,0.78023,0.858295,71.71
117.953133,0.7725,0.862738,70.65
116.953133,0.79177,0.857412,72.21
117.328133,0.80227,0.864603,72.18
116.359383,0.7807,0.868734,73.79
115.03125,0.77165,0.882924,74.0
114.3125,0.77712,0.87804,72.71
113.125,0.78728,0.862441,71.34
113.546883,0.79252,0.849762,71.1
115.359383,0.77018,0.859919,75.48
116.625,0.77411,0.86192,72.8
116.796883,0.78771,0.849329,72.22
116.359383,0.78653,0.848464,72.5
117.640633,0.78444,0.848536,73.58
118.4375,0.79898,0.84246,72.05
118.09375,0.80263,0.842389,70.0
117.015633,0.78194,0.843455,72.15
118.546883,0.79384,0.835911,73.3
118.8125,0.79089,0.834028,72.65
120.15625,0.79133,0.832224,72.51
122.09375,0.79966,0.825491,72.26
125.78125,0.80392,0.815927,73.45
126.296883,0.79422,0.818063,78.85
125.28125,0.77413,0.835631,80.91
126.90625,0.76722,0.842531,80.87
128.046875,0.77524,0.831739,80.38
128.5625,0.78753,0.834864,80.31
131.625,0.79371,0.830289,75.65
132.203125,0.78658,0.828981,76.95
132.96875,0.78691,0.82631,76.18
134.9375,0.78284,0.83654,75.5
134.609375,0.78635,0.820345,74.52
134.703125,0.67033,0.828981,76.2
135.59375,0.77363,0.8296,76.33
135.03125,0.7684,0.833959,79.75
135.609375,0.75019,0.843384,80.65
135.9375,0.74884,0.84969,80.81
136.3125,0.73014,0.863558,82.6
138.484375,0.71114,0.892937,84.46
140.484375,0.69404,0.931706,85.43
142.546875,0.69964,0.927128,83.87
142.625,0.71808,0.908348,82.63
140.6875,0.71638,0.914327,83.46
141.0,0.71747,0.919202,82.63
140.46875,0.71383,0.93214,83.46
141.171875,0.71291,0.932488,85.6
140.890625,0.7123,0.945716,86.35
141.421875,0.70721,0.947149,85.9
138.046875,0.71531,0.958865,86.52
135.46875,0.71824,0.926698,86.23
133.015625,0.73282,0.902039,84.48
132.6875,0.74019,0.895736,85.13
132.6875,0.7347,0.905961,82.75
133.015625,0.72998,0.914077,84.46
133.140625,0.74322,0.897666,83.92
134.828125,0.7485,0.896941,80.76
134.828125,0.75746,0.894454,80.88
136.875,0.7566,0.89662,79.79
137.140625,0.75999,0.891345,80.39
136.21875,0.75233,0.892698,82.71
134.921875,0.7761,0.87184,84.52
131.65625,0.76893,0.865501,84.15
129.9375,0.76883,0.866852,84.58
129.609375,0.77131,0.872524,88.53
129.234375,0.75804,0.87858,88.95
131.203125,0.75666,0.87727,88.38
128.921875,0.76027,0.867754,87.42
127.140633,0.77292,0.866476,89.5
126.703133,0.779,0.861697,91.31
128.765625,0.78034,0.860585,88.84
126.96875,0.76847,0.873973,88.47
126.640633,0.77787,0.863707,89.18
126.90625,0.78179,0.853825,90.12
125.84375,0.77357,0.923873,89.59
125.671883,0.77166,0.856751,88.32
127.90625,0.77435,0.864902,90.21
128.734375,0.77712,0.861623,92.29
129.28125,0.77574,0.861178,93.17
126.28125,0.77724,0.861623,92.55
129.34375,0.79479,0.855945,95.45
128.65625,0.79561,0.851499,96.91
126.265633,0.78995,0.851499,95.77
127.625,0.77322,0.864304,97.8
127.890633,0.78876,0.85419,97.73
127.875,0.77676,0.863334,94.73
126.1875,0.7859,0.854847,93.15
125.78125,0.78613,0.857706,93.06
124.609383,0.78871,0.854774,92.63
126.015633,0.79592,0.850557,90.93
125.765633,0.79797,0.848392,90.04
125.0625,0.79126,0.854847,88.99
128.265625,0.79702,0.854701,91.99
128.5625,0.79126,0.862887,92.29
127.5,0.79222,0.863334,90.57
126.25,0.78637,0.862664,88.14
127.125,0.78084,0.865501,89.22
127.765633,0.77526,0.842602,91.1
127.515633,0.7734,0.844167,91.3
126.25,0.77065,0.844238,90.8
125.546883,0.76727,0.84717,90.04
130.640625,0.74162,0.876347,93.09
130.828125,0.73196,0.890472,94.35
130.96875,0.73627,0.886682,93.59
128.609375,0.73419,0.888494,92.08
129.125,0.74177,0.884486,90.95
127.765633,0.73654,0.891583,91.98
128.578125,0.73906,0.88739,91.93
128.546875,0.75233,0.874661,90.69
128.953125,0.75837,0.868885,89.98
129.703125,0.75489,0.87804,90.28
130.578125,0.75523,0.872753,91.03
129.15625,0.74256,0.881679,88.8
126.984383,0.74134,0.885034,87.59
126.078133,0.74595,0.879817,85.27
126.78125,0.75316,0.876117,86.74
127.59375,0.75464,0.871004,86.61
125.921883,0.75988,0.864828,86.31
127.09375,0.74828,0.88308,87.88
127.65625,0.75335,0.87974,87.37
127.921883,0.75609,0.875427,87.5
126.984383,0.7587,0.871992,85.81
125.34375,0.76658,0.858148,85.22
126.65625,0.77346,0.855578,86.95
125.65625,0.7731,0.855652,86.89
124.640633,0.76889,0.859328,87.38
125.21875,0.76098,0.869112,88.8
124.234383,0.75426,0.880437,89.72
125.03125,0.76811,0.864528,89.01
123.8125,0.76156,0.874202,87.75
122.75,0.75381,0.880049,88.33
122.5625,0.75556,0.877039,87.27
122.15625,0.75369,0.88098,86.95
122.515633,0.74523,0.888099,88.64
122.546883,0.75098,0.882223,88.25
122.359383,0.75115,0.882457,89.54
120.4375,0.74671,0.885191,89.44
120.328133,0.73319,0.906208,89.98
121.75,0.73584,0.901876,89.69
122.015633,0.73287,0.904486,90.7
122.9375,0.73591,0.903179,91.09
123.109383,0.73335,0.905305,91.03
122.921883,0.74063,0.892698,91.55
121.78125,0.73757,0.897505,90.36
121.6875,0.73355,0.901876,90.96
122.453133,0.72606,0.90876,92.25
120.328133,0.71911,0.91508,93.85
119.3125,0.71413,0.92115,94.15
118.65625,0.71459,0.92302,93.76
116.6875,0.72286,0.915499,93.45
117.09375,0.71782,0.921319,94.24
119.09375,0.70636,0.937647,96.2
115.984383,0.70602,0.934754,95.73
116.765633,0.69888,0.942241,96.36
117.671883,0.70673,0.934317,94.41
115.890633,0.70532,0.935191,96.23
114.671883,0.71572,0.922084,93.71
114.875,0.71927,0.91659,93.56
115.078133,0.71107,0.926612,93.83
114.125,0.71511,0.925497,93.86
115.0,0.70867,0.934405,93.7
115.78125,0.71423,0.925669,92.17
116.625,0.72543,0.915164,91.1
117.15625,0.72307,0.918358,91.93
117.78125,0.71746,0.92584,92.35
115.671883,0.71865,0.92115,91.61
116.0,0.717,0.923958,91.9
116.359383,0.72123,0.920641,90.54
117.203133,0.71063,0.937207,90.92
116.5625,0.71731,0.911328,91.45
118.015633,0.71502,0.91391,92.31
118.53125,0.71159,0.923446,92.29
118.5625,0.70992,0.923617,92.04
118.359383,0.71231,0.92098,91.18
118.234383,0.70717,0.930233,92.39
118.9375,0.71646,0.919709,91.25
118.828133,0.71546,0.921829,90.76
119.421883,0.7186,0.918274,90.71
121.25,0.72051,0.917263,89.27
119.34375,0.71286,0.927472,89.51
120.71875,0.71767,0.92081,89.58
120.046883,0.71479,0.924214,90.19
118.65625,0.71574,0.918527,90.81
116.828133,0.70912,0.930492,92.24
117.21875,0.70716,0.931446,91.98
116.265633,0.70897,0.927988,91.93
117.1875,0.70364,0.935454,93.28
118.328133,0.7043,0.93633,93.13
117.28125,0.70393,0.937383,93.44
115.625,0.70605,0.931446,93.26
116.09375,0.70363,0.933097,93.41
115.515633,0.7019,0.934667,93.71
115.953133,0.70691,0.92885,92.11
116.46875,0.71354,0.917768,91.2
117.046883,0.70998,0.920133,91.62
119.0,0.70126,0.936242,93.35
117.59375,0.69387,0.943841,93.87
117.046883,0.6935,0.944198,94.68
116.09375,0.69388,0.942329,94.78
116.46875,0.69575,0.940203,94.6
115.3125,0.70467,0.924813,93.75
116.40625,0.70766,0.921234,92.93
117.484383,0.70671,0.924471,92.79
116.859383,0.70338,0.929714,92.95
118.1875,0.70048,0.934056,93.72
118.78125,0.70388,0.933271,93.0
119.671883,0.70892,0.929195,91.61
119.28125,0.70596,0.931706,92.06
119.859383,0.70156,0.939673,92.53
120.296883,0.70126,0.941088,92.27
118.8125,0.69828,0.945269,93.65
119.765633,0.69964,0.941797,92.34
120.453133,0.70008,0.941531,92.76
120.8125,0.70243,0.935716,92.79
120.296883,0.69575,0.946074,93.19
120.3125,0.69638,0.943663,93.87
120.9375,0.69722,0.94509,93.4
121.21875,0.70363,0.937998,93.9
122.34375,0.70057,0.943218,96.19
121.90625,0.70144,0.94162,97.46
120.34375,0.69959,0.943218,97.53
119.90625,0.68946,0.956389,97.43
119.75,0.68738,0.960154,97.08
121.75,0.68581,0.96302,97.7
121.875,0.68587,0.964413,98.78
121.25,0.68291,0.968711,97.96
120.5625,0.68162,0.967399,98.9
120.3125,0.67972,0.968992,99.91
121.5,0.67875,0.972006,99.34
120.6875,0.67953,0.972952,98.67
120.96875,0.68101,0.96918,98.36
119.15625,0.67513,0.978474,99.67
119.6875,0.67907,0.973899,98.83
119.96875,0.68255,0.971251,97.55
120.875,0.68097,0.975515,97.0
121.4375,0.68392,0.968617,97.05
121.625,0.68532,0.96581,97.43
121.375,0.68236,0.966557,98.85
122.65625,0.6889,0.959417,97.89
122.28125,0.6854,0.966744,98.37
122.3125,0.68213,0.969744,99.82
122.03125,0.67927,0.973899,102.28
122.875,0.67974,0.969556,102.36
121.71875,0.67653,0.973331,103.64
119.96875,0.6787,0.969368,102.84
120.125,0.676,0.975039,103.56
120.90625,0.67358,0.978474,104.26
119.40625,0.6697,0.985999,104.18
118.78125,0.66863,0.986388,102.86
119.5625,0.67078,0.982318,103.18
119.90625,0.66823,0.988729,104.23
120.65625,0.66959,0.987947,103.42
119.78125,0.66636,0.993838,103.75
119.625,0.66481,0.996016,103.92
119.03125,0.66622,0.991768,103.49
118.0625,0.67287,0.981547,101.86
119.125,0.6749,0.979624,101.85
119.8125,0.67944,0.974469,100.73
118.6875,0.67385,0.982222,102.69
120.15625,0.67875,0.974184,102.53
119.8125,0.67686,0.978569,103.95
119.0625,0.67884,0.975134,106.46
118.09375,0.67254,0.984737,107.1
118.21875,0.67213,0.984349,106.98
118.4375,0.67345,0.983284,107.43
118.5,0.66631,0.992851,108.19
118.40625,0.66712,0.992753,108.39
119.375,0.66738,0.992162,109.6
118.90625,0.67309,0.983768,108.21
119.4375,0.67074,0.987752,109.74
120.84375,0.66739,0.993049,111.63
121.0625,0.67218,0.984446,111.97
120.5,0.66872,0.990001,112.25
120.8125,0.67041,0.986875,112.3
120.875,0.67277,0.983671,112.94
120.90625,0.66836,0.990295,114.29
121.53125,0.66815,0.99167,114.73
122.1875,0.66103,1.003009,116.62
123.1875,0.66707,0.994728,115.06
123.34375,0.66494,0.99691,115.64
122.34375,0.66269,1.001202,117.38
121.9375,0.66358,0.9995,119.18
120.96875,0.66377,1.0001,118.7
119.6875,0.67308,0.983865,113.75
119.96875,0.6738,0.981932,113.11
120.5,0.68041,0.972952,110.95
120.21875,0.67852,0.974849,110.84
119.40625,0.67891,0.974849,110.82
118.90625,0.68404,0.96609,109.32
119.09375,0.68227,0.969556,110.24
118.6875,0.68766,0.961631,110.21
118.65625,0.68842,0.962464,111.59
120.0625,0.69701,0.955658,107.34
119.4375,0.69691,0.958865,108.95
118.3125,0.69995,0.956572,106.95
116.09375,0.70154,0.954107,106.17
115.9375,0.69754,0.962464,106.55
115.21875,0.69517,0.964413,108.36
115.0,0.69565,0.96581,108.55
115.40625,0.6972,0.963855,107.47
115.875,0.69725,0.965158,106.93
115.375,0.69798,0.966931,107.31
115.09375,0.69329,0.971723,109.8
116.03125,0.69609,0.967399,109.7
115.3125,0.69425,0.973141,111.51
115.28125,0.69842,0.967492,110.82
115.46875,0.69391,0.976944,111.37
115.1875,0.68912,0.983574,112.85
116.8125,0.69077,0.981547,110.49
115.9375,0.68852,0.982704,111.54
116.78125,0.68966,0.98174,112.03
117.375,0.69488,0.975705,110.86
117.15625,0.70023,0.968429,111.52
117.96875,0.7087,0.958222,108.94
118.625,0.70937,0.960061,107.37
118.84375,0.70716,0.959877,107.17
118.3125,0.70671,0.961538,107.48
118.28125,0.71011,0.956114,107.56
118.34375,0.71271,0.952653,106.53
118.15625,0.71592,0.950751,106.48
118.8125,0.72114,0.942685,105.96
118.15625,0.71803,0.946611,108.35
118.40625,0.7155,0.948137,109.13
117.375,0.71937,0.94509,108.7
118.78125,0.72754,0.938438,104.37
119.5,0.73099,0.932662,104.68
118.9375,0.73235,0.93214,104.04
118.3125,0.72558,0.938791,105.41
117.5625,0.7271,0.937734,105.12
117.25,0.7309,0.933968,107.13
117.5625,0.73341,0.930146,107.04
117.8125,0.72637,0.938262,109.62
116.8125,0.73492,0.928005,109.25
116.1875,0.74286,0.919371,109.98
116.78125,0.73448,0.929541,109.47
116.375,0.73499,0.9298,109.07
117.875,0.73926,0.924044,107.89
117.71875,0.73838,0.925241,107.36
118.40625,0.73877,0.924984,108.31
119.1875,0.73362,0.931706,109.43
118.96875,0.73735,0.926784,109.43
118.84375,0.73418,0.931012,111.02
118.78125,0.72984,0.936768,111.63
119.3125,0.73616,0.928505,110.83
118.1875,0.73373,0.930146,110.81
117.90625,0.73438,0.931099,109.88
117.96875,0.73492,0.930839,109.72
117.84375,0.73296,0.934143,108.47
118.125,0.73071,0.936154,108.6
118.46875,0.72622,0.946342,107.95
118.4375,0.73113,0.942063,108.36
119.1875,0.72628,0.947778,110.4
119.4375,0.72789,0.948587,109.59
119.25,0.73454,0.946074,110.34
119.4375,0.73872,0.94304,108.28
119.4375,0.73708,0.945564,107.75
117.71875,0.7425,0.945984,108.32
115.84375,0.75013,0.933097,106.3
115.03125,0.75148,0.933184,106.78
115.4375,0.74571,0.939232,108.59
115.5,0.74178,0.941265,108.75
115.65625,0.74493,0.938262,107.97
116.125,0.7403,0.949073,108.95
115.90625,0.73616,0.948362,110.26
114.375,0.74134,0.941442,110.89
114.40625,0.74616,0.935769,111.03
115.6875,0.74915,0.931706,112.49
115.40625,0.74844,0.931836,112.65
115.65625,0.74069,0.93791,113.64
116.25,0.73551,0.943931,113.01
116.625,0.73483,0.948407,112.69
115.9375,0.73228,0.951149,113.03
116.03125,0.7367,0.946611,113.65
116.875,0.74052,0.942241,111.24
116.5,0.74144,0.940822,111.15
116.75,0.74432,0.936067,111.46
117.59375,0.74683,0.934579,112.31
117.28125,0.75358,0.926097,111.84
116.875,0.74716,0.932923,113.19
116.875,0.7462,0.933611,112.75
118.4375,0.75926,0.919337,114.63
117.53125,0.75684,0.921829,114.31
118.21875,0.75398,0.924471,114.28
119.0625,0.75199,0.929714,115.36
118.71875,0.75758,0.921319,115.73
120.0,0.77137,0.905117,114.87
120.53125,0.78034,0.894614,115.09
123.34375,0.79158,0.897908,118.49
122.0,0.78394,0.900901,118.27
120.84375,0.78252,0.901307,117.57
120.78125,0.79177,0.899564,120.66
120.3125,0.7912,0.90082,121.4
120.53125,0.79738,0.895095,120.56
122.03125,0.80906,0.882457,120.37
121.4375,0.80691,0.883634,119.36
122.6875,0.82109,0.869717,119.49
122.78125,0.80688,0.867814,116.63
124.03125,0.80135,0.869565,115.84
124.875,0.79573,0.871156,115.22
124.375,0.80972,0.862679,116.84
125.25,0.80998,0.864155,117.36
124.46875,0.82149,0.862143,118.47
122.9375,0.80985,0.867303,118.69
123.21875,0.81473,0.862738,118.88
123.34375,0.81746,0.865426,119.91
122.90625,0.81706,0.865651,119.78
122.5,0.82173,0.864977,117.96
124.90625,0.83535,0.860511,119.19
124.8125,0.83872,0.860067,121.49
125.09375,0.83528,0.867754,121.0
124.875,0.83389,0.871171,120.56
123.09375,0.82583,0.874676,118.97
124.6875,0.82549,0.870398,120.01
123.8125,0.81846,0.875074,119.6
123.3125,0.81175,0.88199,120.99
123.6875,0.81222,0.884486,120.33
124.90625,0.80762,0.899685,121.9
124.46875,0.80691,0.902527,122.83
124.28125,0.81195,0.900495,120.39
124.75,0.81466,0.903016,121.45
125.34375,0.81175,0.905387,120.95
125.03125,0.81054,0.90777,121.3
125.34375,0.80821,0.915416,122.76
126.28125,0.81453,0.919879,121.09
127.125,0.82059,0.924223,121.27
127.5,0.81766,0.927816,121.68
128.0,0.79952,0.942685,117.04
127.15625,0.79548,0.941797,118.49
128.0,0.79214,0.943663,116.51
127.3125,0.79157,0.95057,117.73
126.78125,0.78777,0.952744,117.21
126.28125,0.79089,0.945269,118.36
126.34375,0.79428,0.942454,117.34
125.46875,0.78611,0.948317,118.36
126.59375,0.7849,0.95057,118.3
127.65625,0.77348,0.959693,118.23
128.09375,0.77328,0.952109,116.67
127.59375,0.77283,0.947867,115.73
127.96875,0.77561,0.950932,116.65
128.84375,0.78321,0.95229,115.85
128.09375,0.77501,0.959417,116.86
127.15625,0.77441,0.949577,116.09
127.21875,0.76929,0.953734,115.52
126.34375,0.76977,0.942774,113.51
126.84375,0.76969,0.946253,113.78
126.875,0.76464,0.961446,114.29
128.71875,0.76693,0.960799,115.49
127.625,0.75896,0.962279,115.54
128.40625,0.75614,0.962066,115.99
127.90625,0.75614,0.962094,116.72
128.375,0.75999,0.949307,116.98
129.53125,0.75865,0.956023,117.84
129.34375,0.75269,0.963484,117.4
129.78125,0.75586,0.954016,117.73
131.375,0.75844,0.954472,117.34
131.21875,0.77857,0.943592,118.77
132.0,0.77943,0.952562,118.74
133.875,0.78303,0.952073,119.73
132.90625,0.78052,0.962094,119.75
133.34375,0.7764,0.958212,120.22
134.34375,0.77782,0.959417,120.39
134.0,0.78076,0.968523,119.97
134.125,0.78678,0.965988,119.78
135.75,0.79145,0.960338,120.36
135.1875,0.79158,0.969274,121.36
136.0,0.78964,0.971534,120.96
133.6875,0.787,0.976181,121.01
135.46875,0.78407,0.972195,120.91
136.4375,0.78952,0.975477,122.08
134.59375,0.78819,0.985902,121.69
133.9375,0.78107,0.98526,122.29
132.875,0.77967,0.987362,121.86
134.34375,0.7771,0.989805,122.7
133.625,0.78877,0.98912,122.71
131.96875,0.78542,0.98912,121.56
131.53125,0.78783,0.985028,121.73
132.09375,0.78635,0.980738,121.62
133.0,0.77688,0.992162,124.02
132.0625,0.76972,1.004621,123.94
131.3125,0.76834,0.997914,124.63
131.53125,0.76476,0.984795,124.54
132.03125,0.76664,0.990638,124.87
132.53125,0.76529,0.995322,126.01
132.71875,0.75432,1.002808,126.2
132.75,0.74677,1.013582,126.3
131.75,0.7508,1.014919,126.69
133.34375,0.74189,1.015672,126.72
134.21875,0.7441,1.01461,127.85
133.65625,0.73687,1.024275,127.95
133.71875,0.73378,1.023856,127.91
133.375,0.7341,1.016363,128.91
133.90625,0.72585,1.02459,128.46
133.6875,0.73131,1.02923,130.99
134.8125,0.72286,1.035197,131.81
134.4375,0.71839,1.039393,130.37
134.3125,0.71798,1.035625,131.66
134.3125,0.71543,1.039955,132.29
133.71875,0.72045,1.037129,131.96
133.4375,0.71855,1.044736,134.07
132.4375,0.71596,1.044059,134.75
131.03125,0.71063,1.049307,133.68
132.15625,0.71611,1.043395,134.28
132.4375,0.71757,1.042851,130.11
132.65625,0.72785,1.030184,131.32
131.8125,0.71617,1.039717,129.47
131.6875,0.71855,1.033378,129.73
132.125,0.71715,1.023028,130.85
130.71875,0.7169,1.028849,130.88
129.875,0.7218,1.016219,129.52
130.21875,0.72579,1.010326,131.24
130.9375,0.72579,1.010326,132.62
130.625,0.71556,1.018226,131.92
131.6875,0.71886,1.008166,132.49
130.28125,0.71245,1.021033,131.57
131.6875,0.70785,1.028807,136.03
130.6875,0.70284,1.043961,136.38
130.40625,0.71044,1.041233,137.78
128.8125,0.721,1.033805,135.59
129.0625,0.72611,1.032738,137.24
128.71875,0.72592,1.030354,137.66
127.9375,0.73416,1.024275,133.69
126.21875,0.73029,1.021346,132.42
