ZB=F,EUR=X,CHFUSD,GLD
127.71875,0.73666,1.015125,130.97
127.0625,0.74126,1.003714,130.38
126.53125,0.73779,1.009387,132.09
127.21875,0.73221,1.004621,132.2
128.03125,0.72757,1.007841,133.48
128.5625,0.73519,1.01233,134.41
126.5,0.74703,1.003412,134.18
127.53125,0.74964,1.0,133.11
128.15625,0.7554,0.997208,133.51
128.71875,0.76313,0.998901,135.42
126.3125,0.7697,0.997407,135.38
126.03125,0.76191,0.997108,135.2
125.625,0.75666,1.007354,138.07
126.71875,0.74538,1.025851,139.11
124.0,0.75262,1.018226,136.5
123.28125,0.75502,1.012248,134.79
123.59375,0.75467,1.013993,135.37
123.03125,0.75517,1.017294,135.41
123.40625,0.75774,1.018537,136.05
121.09375,0.74652,1.033165,136.18
120.5625,0.74845,1.040583,134.7
121.03125,0.7562,1.033912,133.81
122.84375,0.75529,1.036807,134.2
122.25,0.75959,1.03114,135.11
122.25,0.76231,1.036484,135.32
120.78125,0.76394,1.044027,135.05
120.4375,0.76246,1.051083,134.66
121.25,0.76454,1.03799,135.02
119.34375,0.75817,1.043188,137.22
121.3125,0.76416,1.050497,137.71
121.0,0.75617,1.058616,137.03
122.125,0.75181,1.070091,138.72
121.5,0.74862,1.072961,138.0
121.3125,0.74868,1.070389,134.75
119.46875,0.75069,1.055743,134.37
120.09375,0.76006,1.0354,133.83
120.96875,0.77042,1.035304,133.58
121.1875,0.77549,1.034554,134.12
120.96875,0.77131,1.035304,134.91
120.78125,0.77018,1.027253,135.46
121.46875,0.76171,1.034019,134.05
120.90625,0.74888,1.037474,132.69
120.4375,0.75279,1.036699,133.43
121.0,0.74749,1.03756,133.72
119.46875,0.74338,1.046244,131.2
120.09375,0.7425,1.03434,131.03
120.3125,0.73424,1.043623,130.36
121.71875,0.73292,1.053519,130.1
120.0625,0.73067,1.061458,131.16
120.71875,0.72939,1.060895,127.93
121.4375,0.7287,1.057038,130.28
120.625,0.73677,1.061797,129.87
119.9375,0.72919,1.06022,130.8
119.53125,0.72307,1.06929,130.45
119.09375,0.7237,1.064283,132.2
117.875,0.73397,1.056781,131.66
118.09375,0.73665,1.047801,131.68
117.3125,0.73573,1.04734,133.14
118.3125,0.73384,1.038098,133.07
117.5,0.72881,1.043623,132.85
118.40625,0.73519,1.032418,132.32
118.9375,0.74019,1.027042,132.95
118.96875,0.74178,1.030397,133.97
118.9375,0.74082,1.035304,134.1
119.4375,0.73663,1.042666,135.04
119.21875,0.73389,1.053297,135.41
120.84375,0.73087,1.057194,136.29
120.8125,0.73133,1.066667,137.51
121.53125,0.72653,1.073076,136.48
121.71875,0.72359,1.081291,137.38
121.9375,0.7281,1.077586,137.66
122.0,0.72351,1.076635,140.03
121.0625,0.72612,1.077238,139.92
119.96875,0.72116,1.082954,138.09
120.8125,0.71639,1.073076,139.35
120.78125,0.71476,1.079797,139.72
120.09375,0.71613,1.079436,139.36
120.9375,0.71953,1.069519,139.41
121.90625,0.71931,1.075489,137.77
121.875,0.72457,1.073422,138.22
122.34375,0.71764,1.077215,138.86
122.875,0.71469,1.081397,136.27
124.0625,0.71499,1.089443,136.24
123.5,0.72021,1.106366,136.97
123.34375,0.71261,1.111964,138.37
123.0625,0.70569,1.106697,139.14
122.9375,0.70338,1.104972,139.05
121.28125,0.70581,1.106195,140.34
120.75,0.70892,1.101443,139.22
120.25,0.70562,1.100982,139.26
120.40625,0.71296,1.084716,138.54
119.75,0.71024,1.090893,138.21
120.1875,0.70866,1.086248,138.67
120.1875,0.70815,1.088613,139.86
120.375,0.70628,1.087666,139.2
120.375,0.70307,1.080625,139.84
119.84375,0.70323,1.083541,142.05
118.96875,0.70328,1.080392,142.38
118.65625,0.69758,1.089562,142.51
118.53125,0.6992,1.091584,143.66
118.5,0.69146,1.100352,142.64
119.34375,0.69262,1.103144,141.61
119.8125,0.69078,1.115088,141.9
119.6875,0.69242,1.116196,143.81
121.15625,0.69382,1.120323,145.93
121.46875,0.70304,1.116146,145.93
121.0,0.69745,1.112223,146.5
121.03125,0.68899,1.125366,146.74
121.5,0.68695,1.12905,146.87
122.15625,0.68592,1.135203,146.38
121.375,0.68083,1.149188,149.2
122.125,0.67659,1.142831,149.82
122.375,0.67367,1.145607,152.37
122.59375,0.67595,1.155682,150.41
123.09375,0.67459,1.15647,149.88
123.53125,0.67416,1.16144,147.73
124.28125,0.67432,1.161413,143.47
124.3125,0.68755,1.149557,145.3
124.4375,0.69672,1.13855,147.38
123.875,0.6956,1.147842,147.9
124.40625,0.69391,1.136183,146.54
123.8125,0.70368,1.128668,146.59
124.4375,0.70235,1.130966,145.63
124.96875,0.71033,1.119695,145.37
125.4375,0.70631,1.13071,144.74
124.71875,0.70082,1.137812,145.6
124.625,0.7015,1.135164,145.65
124.84375,0.69851,1.134829,147.49
125.09375,0.70893,1.138822,147.83
125.28125,0.71242,1.131094,148.59
125.0625,0.70927,1.136493,148.58
125.96875,0.70998,1.146395,148.22
125.875,0.70746,1.155495,149.7
126.15625,0.69821,1.175503,149.64
127.25,0.6931,1.172443,149.91
126.1875,0.69711,1.188072,149.5
126.5625,0.69032,1.18638,150.22
126.34375,0.68236,1.198897,150.48
126.21875,0.68573,1.197605,150.42
126.9375,0.68092,1.195271,149.81
126.5,0.68484,1.196745,150.56
126.96875,0.68891,1.188919,149.24
126.6875,0.69771,1.187225,147.77
125.1875,0.69363,1.195029,148.67
126.78125,0.69204,1.184133,149.12
127.625,0.70512,1.173158,148.97
127.1875,0.70427,1.178689,149.94
127.09375,0.70003,1.177856,150.03
126.9375,0.69806,1.183572,150.76
125.375,0.69533,1.187507,150.99
126.4375,0.6986,1.189244,148.34
126.59375,0.70077,1.193745,146.26
125.5,0.70565,1.198207,145.73
124.21875,0.69848,1.199041,146.24
123.5625,0.69648,1.201057,147.18
123.03125,0.69066,1.200336,146.0
122.6875,0.6898,1.188849,144.93
123.1875,0.68714,1.180401,147.63
123.65625,0.69309,1.189626,148.91
123.28125,0.69776,1.191469,149.15
124.96875,0.69616,1.183852,150.25
126.1875,0.70413,1.195029,151.59
126.46875,0.71222,1.196602,152.77
126.71875,0.71587,1.20279,154.14
125.8125,0.70253,1.233122,154.54
126.03125,0.70635,1.226693,155.2
125.6875,0.70806,1.23338,156.57
126.625,0.70862,1.223391,154.66
125.875,0.70557,1.21346,156.02
125.09375,0.70077,1.215214,154.83
125.84375,0.69348,1.223466,156.12
125.0625,0.695,1.229256,157.34
125.84375,0.69582,1.239664,157.77
125.65625,0.68927,1.24763,157.19
126.0625,0.69575,1.247879,157.32
128.125,0.69774,1.24805,158.29
129.0,0.6962,1.264558,157.72
130.8125,0.70116,1.27421,161.52
131.28125,0.70555,1.307019,161.49
133.5,0.69672,1.297791,160.64
132.1875,0.71088,1.305653,161.75
135.28125,0.69959,1.313422,167.12
137.1875,0.70568,1.326436,168.61
138.21875,0.69526,1.383509,174.58
135.21875,0.70798,1.377031,170.75
136.9375,0.70292,1.31268,169.97
136.15625,0.70057,1.277629,171.8
137.0625,0.6926,1.275185,173.92
137.9375,0.69454,1.256913,174.42
139.625,0.69304,1.266705,177.72
140.21875,0.69811,1.259287,179.95
140.15625,0.69593,1.26968,184.59
139.03125,0.69633,1.266624,177.67
136.84375,0.69266,1.261193,171.65
137.5625,0.69385,1.257466,172.36
138.15625,0.69575,1.259446,177.47
136.8125,0.68989,1.2377,173.89
138.5625,0.6885,1.2245,179.1
137.3125,0.69285,1.220852,177.72
138.6875,0.69567,1.239618,177.87
141.5625,0.70116,1.257862,183.24
142.03125,0.71108,1.273075,182.9
140.75,0.71412,1.160766,177.08
141.34375,0.70994,1.164687,181.81
142.5,0.71921,1.143759,180.7
142.59375,0.73525,1.12765,176.67
141.4375,0.73205,1.134353,178.54
141.5625,0.73067,1.136493,177.21
140.40625,0.72748,1.141461,174.4
140.71875,0.72103,1.148422,176.03
142.9375,0.72985,1.136364,173.31
142.625,0.73499,1.128668,175.78
143.25,0.73025,1.126888,173.59
146.0625,0.73605,1.111877,169.05
144.71875,0.74179,1.101928,159.8
142.875,0.73817,1.106807,157.58
140.78125,0.73975,1.108647,160.63
140.9375,0.73625,1.115486,156.22
142.09375,0.73868,1.109632,157.7
142.625,0.73606,1.114045,158.06
145.28125,0.74845,1.099626,160.96
145.375,0.75786,1.086838,157.64
143.5625,0.75018,1.088139,159.46
142.4375,0.74963,1.082603,160.49
141.3125,0.74466,1.087193,159.18
138.6875,0.74705,1.079564,163.27
139.875,0.73338,1.10595,162.1
138.5625,0.73283,1.100788,163.26
139.53125,0.72506,1.117656,162.3
138.40625,0.72804,1.111605,163.4
139.75,0.72051,1.121579,162.62
139.59375,0.72759,1.113462,161.84
139.46875,0.7278,1.111852,159.87
139.0,0.72648,1.107555,157.77
138.5,0.72574,1.118819,159.52
138.09375,0.72214,1.131606,161.02
140.0625,0.71827,1.135718,165.59
138.78125,0.71919,1.138433,167.4
135.40625,0.72062,1.134301,169.55
136.875,0.70552,1.16225,169.62
139.03125,0.70721,1.159689,167.34
142.0,0.7215,1.139991,167.38
141.75,0.73228,1.12448,169.06
140.6875,0.73046,1.128286,171.72
141.0,0.72307,1.13916,170.85
142.0,0.7252,1.122208,174.98
140.75,0.72674,1.109632,173.53
142.71875,0.72325,1.117656,172.07
141.3125,0.73928,1.098056,171.14
140.4375,0.73475,1.104033,173.96
141.78125,0.72532,1.1121,173.2
141.5,0.73399,1.100837,173.36
142.125,0.74035,1.089681,171.51
143.34375,0.74399,1.085187,167.1
142.78125,0.74305,1.084716,167.62
143.59375,0.7391,1.091524,163.5
144.09375,0.7416,1.0898,165.31
145.34375,0.73954,1.094942,164.83
143.84375,0.75013,1.086366,163.4
144.0,0.75112,1.077935,166.63
143.28125,0.75092,1.083776,166.88
141.625,0.75052,1.085552,170.13
140.65625,0.74383,1.094439,169.63
142.0625,0.74256,1.092263,169.82
141.8125,0.74521,1.086803,167.32
141.03125,0.74701,1.085069,168.18
142.125,0.7456,1.080964,169.4
142.84375,0.74606,1.082052,165.98
141.5,0.74932,1.08038,166.4
142.4375,0.74785,1.080474,161.99
143.40625,0.75924,1.065417,158.45
144.75,0.7681,1.05687,152.89
144.46875,0.76994,1.048438,152.33
145.5625,0.76748,1.064169,155.23
146.3125,0.76705,1.068034,154.87
144.6875,0.76877,1.067578,156.98
143.25,0.76406,1.073768,157.16
143.46875,0.76687,1.068034,156.04
141.96875,0.76593,1.069061,156.31
142.4375,0.76625,1.067692,154.91
144.53125,0.76499,1.070435,151.03
144.5,0.77356,1.059996,150.34
144.8125,0.77184,1.063615,151.99
143.09375,0.77274,1.064509,155.92
142.40625,0.76593,1.073076,156.71
142.28125,0.77331,1.061458,157.78
143.03125,0.78149,1.05031,157.2
142.90625,0.78862,1.043297,156.5
142.84375,0.78272,1.054964,158.64
144.0,0.7842,1.051879,159.67
143.5625,0.78592,1.049098,160.38
145.0,0.78,1.059547,159.26
145.15625,0.78945,1.046682,160.5
144.1875,0.78456,1.053741,161.6
142.8125,0.77724,1.06519,161.22
141.875,0.77131,1.072731,162.07
141.15625,0.77611,1.067293,163.16
141.15625,0.76764,1.078214,162.01
141.78125,0.76681,1.078167,166.42
142.84375,0.76293,1.084952,167.27
144.625,0.75712,1.09517,168.03
145.4375,0.76106,1.0913,169.31
144.34375,0.7647,1.086484,169.56
144.59375,0.7593,1.093613,171.05
142.40625,0.7612,1.090156,167.64
143.28125,0.76178,1.088021,167.18
142.3125,0.7621,1.087666,169.7
142.21875,0.7548,1.096215,168.5
141.53125,0.7548,1.094931,168.02
142.78125,0.7531,1.096371,167.14
142.375,0.75547,1.094331,167.51
143.5625,0.76,1.088649,167.12
143.3125,0.7614,1.087548,168.11
142.28125,0.76581,1.0819,168.0
142.09375,0.7618,1.088021,167.35
141.53125,0.7573,1.094571,171.02
142.25,0.7551,1.096972,172.94
142.6875,0.75439,1.098177,173.02
143.0,0.74774,1.110124,172.23
143.96875,0.74255,1.118318,171.7
143.8125,0.7459,1.112966,173.49
143.09375,0.74195,1.118443,164.29
141.90625,0.7507,1.10562,166.61
142.65625,0.7506,1.104374,166.34
142.34375,0.75837,1.093255,165.65
143.4375,0.7561,1.096804,162.7
142.9375,0.762,1.088755,163.63
142.125,0.76104,1.090536,165.28
141.75,0.7533,1.1012,166.38
141.96875,0.7619,1.088376,165.07
140.6875,0.7594,1.092657,162.3
138.0625,0.7645,1.082954,159.57
137.96875,0.7679,1.073653,161.08
137.875,0.7646,1.083189,161.3
136.8125,0.75889,1.092299,161.59
137.0625,0.7559,1.096852,160.13
137.96875,0.75542,1.097815,160.21
137.0625,0.7565,1.096251,159.57
137.8125,0.7573,1.09553,161.53
137.65625,0.75284,1.102293,164.4
138.3125,0.7485,1.107542,163.24
138.3125,0.75026,1.105583,161.51
138.875,0.7504,1.105705,161.28
137.75,0.7511,1.104484,162.12
138.0,0.7486,1.109632,162.94
136.8125,0.75,1.107665,159.89
137.28125,0.75613,1.097864,157.21
138.34375,0.7608,1.092299,158.31
140.59375,0.76458,1.088732,159.37
141.40625,0.7627,1.090513,161.1
140.78125,0.7649,1.088376,161.07
140.46875,0.7622,1.090394,162.7
141.4375,0.7582,1.097574,160.85
141.875,0.7659,1.085069,160.46
141.28125,0.7618,1.09218,160.25
141.78125,0.7613,1.093255,159.31
142.21875,0.7622,1.091584,159.43
141.96875,0.7607,1.093494,159.54
142.71875,0.7573,1.099288,159.07
142.28125,0.76034,1.094571,159.3
141.9375,0.7577,1.098298,159.62
142.28125,0.7557,1.101273,161.03
142.71875,0.7581,1.097815,161.38
142.875,0.7552,1.102414,161.88
142.09375,0.7553,1.10205,161.32
142.84375,0.7553,1.101965,160.59
142.84375,0.7606,1.094331,158.97
143.6875,0.7601,1.094931,159.47
143.75,0.77099,1.079669,159.08
144.46875,0.7656,1.087228,156.0
144.46875,0.7695,1.0819,154.47
144.34375,0.773,1.077122,154.77
145.125,0.7731,1.07689,153.56
146.09375,0.7752,1.073998,151.33
146.40625,0.7793,1.068262,149.74
146.8125,0.7852,1.060445,149.46
148.375,0.7855,1.060108,152.8
148.3125,0.7875,1.057418,154.55
147.90625,0.7829,1.063377,154.65
146.78125,0.7806,1.066894,152.08
148.28125,0.7896,1.054296,151.62
147.5,0.7961,1.045719,151.41
147.71875,0.7977,1.043188,152.68
147.8125,0.7984,1.041992,151.02
149.65625,0.8014,1.038853,151.91
150.28125,0.8081,1.030216,151.62
152.625,0.8089,1.02923,157.5
151.875,0.8063,1.032461,157.32
151.21875,0.7994,1.042329,157.14
149.34375,0.8024,1.037667,157.21
149.0625,0.7953,1.047011,154.5
149.21875,0.7955,1.046463,154.73
149.875,0.7908,1.052964,155.36
148.8125,0.8014,1.038961,156.46
149.84375,0.7997,1.041016,157.12
149.75,0.7953,1.047011,157.75
150.21875,0.7919,1.051558,157.84
150.21875,0.7871,1.057742,157.93
149.5625,0.7938,1.049098,157.16
149.34375,0.7886,1.055966,155.97
149.21875,0.7886,1.05581,152.02
148.09375,0.7967,1.044823,152.64
149.28125,0.7976,1.044059,153.76
148.90625,0.7997,1.041211,152.62
149.0625,0.8008,1.039825,152.83
149.84375,0.8017,1.038465,151.05
147.96875,0.8038,1.036087,155.19
149.59375,0.79019,1.053075,155.09
148.53125,0.7948,1.047406,157.46
148.90625,0.79896,1.04221,155.68
149.875,0.807,1.031566,153.71
150.59375,0.8149,1.021659,154.04
151.0,0.8118,1.025767,152.15
151.15625,0.8159,1.020616,152.99
151.625,0.81651,1.019784,152.59
151.1875,0.82016,1.015435,154.14
151.78125,0.8164,1.019992,154.21
150.9375,0.8151,1.021555,153.47
151.28125,0.8133,1.023646,153.05
150.59375,0.8145,1.022349,153.38
151.78125,0.81454,1.02239,153.67
152.15625,0.8246,1.009795,153.03
152.875,0.8248,1.009693,153.52
152.8125,0.82906,1.004419,155.67
152.5,0.8237,1.01102,156.77
150.03125,0.8143,1.022495,157.54
151.0,0.8127,1.024485,157.43
151.03125,0.8157,1.020825,156.49
150.28125,0.8134,1.023541,155.14
151.5,0.8169,1.01916,154.13
149.53125,0.821,1.013993,155.55
149.90625,0.8046,1.03434,156.3
148.65625,0.8071,1.031566,156.28
148.375,0.8073,1.03114,156.48
148.25,0.80819,1.030078,156.99
148.84375,0.8134,1.023657,157.18
148.8125,0.81452,1.022328,155.99
147.5,0.8112,1.026483,155.13
146.125,0.8113,1.026094,155.63
145.59375,0.8137,1.023332,156.56
145.875,0.8092,1.028912,156.72
146.0,0.81086,1.026799,157.26
146.28125,0.8095,1.028595,158.83
147.59375,0.8015,1.038961,160.54
148.5,0.7978,1.043732,161.89
148.375,0.7961,1.045949,161.97
148.875,0.79972,1.041265,161.36
149.21875,0.7999,1.041016,161.64
148.96875,0.7954,1.046792,160.59
149.625,0.798,1.043515,160.52
150.5,0.7993,1.041884,164.22
150.21875,0.7945,1.048328,164.48
149.96875,0.7978,1.043732,164.31
148.625,0.7935,1.046682,164.89
148.53125,0.7916,1.048548,168.44
148.1875,0.7815,1.057753,167.29
148.09375,0.7836,1.056747,167.9
146.90625,0.7781,1.064963,167.92
146.65625,0.775,1.067122,171.31
144.5625,0.7696,1.069782,171.8
145.15625,0.7624,1.079517,170.4
145.625,0.76277,1.078516,171.72
145.96875,0.7665,1.07747,171.74
146.71875,0.7658,1.079564,171.47
146.875,0.7708,1.07257,171.96
147.59375,0.7711,1.071697,171.05
148.375,0.7727,1.069931,170.77
149.875,0.77519,1.066485,169.81
149.5,0.7763,1.064963,172.34
149.375,0.7744,1.066985,171.89
149.65625,0.7807,1.059883,172.29
149.90625,0.7759,1.0657,172.1
149.6875,0.7742,1.06735,172.41
148.8125,0.7738,1.067316,173.61
147.5,0.7682,1.074275,172.62
148.25,0.7683,1.074125,172.05
147.96875,0.7706,1.072156,170.99
148.71875,0.7777,1.062101,170.84
149.25,0.7777,1.063671,171.32
149.5625,0.7732,1.069553,170.06
149.4375,0.7726,1.069862,168.35
148.1875,0.7711,1.073192,169.42
146.65625,0.7629,1.083764,169.54
146.375,0.7624,1.084246,168.79
147.5625,0.76516,1.08156,166.97
147.125,0.7679,1.077656,167.58
147.75,0.7651,1.079715,165.43
147.46875,0.7708,1.071926,164.86
146.71875,0.7713,1.072041,166.02
148.0,0.7729,1.069519,165.93
149.3125,0.77145,1.072662,166.83
148.59375,0.7713,1.073733,166.07
148.40625,0.7723,1.073445,162.6
149.25,0.77955,1.062812,163.23
148.28125,0.7811,1.060445,166.3
150.3125,0.78076,1.060333,166.49
151.1875,0.7837,1.057641,167.99
151.625,0.7846,1.056948,167.82
151.65625,0.78592,1.055186,167.45
152.09375,0.7868,1.054519,167.1
152.03125,0.7868,1.055966,167.14
152.0625,0.7854,1.057641,166.09
152.21875,0.7822,1.061368,165.88
151.4375,0.78373,1.058873,167.87
150.53125,0.78312,1.060839,167.39
150.09375,0.78037,1.063717,167.56
150.03125,0.77669,1.069176,169.61
150.59375,0.77125,1.077145,169.43
150.875,0.77,1.078865,168.71
151.375,0.7729,1.074564,166.55
151.21875,0.772,1.07631,167.18
151.40625,0.7708,1.077819,166.05
151.0625,0.76942,1.078516,166.13
151.46875,0.7659,1.0786,164.42
151.59375,0.7634,1.079447,164.12
151.84375,0.7651,1.079447,164.5
150.875,0.7714,1.072214,165.16
151.0625,0.77483,1.068524,165.8
150.375,0.7729,1.071237,165.65
149.4375,0.76845,1.073618,165.77
149.1875,0.7653,1.079214,164.37
149.71875,0.7646,1.082673,164.13
148.65625,0.75954,1.089206,164.44
147.3125,0.7596,1.089574,162.08
148.03125,0.7558,1.09541,161.69
146.5,0.7567,1.094595,159.73
147.53125,0.75542,1.096611,160.33
147.25,0.75861,1.091703,160.62
147.46875,0.7587,1.091751,160.78
148.34375,0.7561,1.09517,161.16
148.375,0.7547,1.096011,160.54
147.5,0.75599,1.09577,162.02
145.71875,0.7577,1.092299,163.17
144.71875,0.7586,1.089586,161.2
144.5,0.7673,1.077586,160.44
144.6875,0.76526,1.081631,159.43
145.1875,0.7619,1.085894,160.56
145.5,0.76439,1.082485,160.49
144.84375,0.766,1.080089,161.98
145.28125,0.7534,1.094032,161.06
145.46875,0.74839,1.094212,161.54
145.96875,0.7475,1.084246,162.56
146.09375,0.7514,1.073307,162.65
145.1875,0.7524,1.074345,163.35
145.84375,0.7478,1.071639,163.09
146.03125,0.75123,1.070286,163.67
145.96875,0.75109,1.076171,163.21
145.84375,0.7514,1.075732,161.42
144.0625,0.74798,1.075905,160.65
143.65625,0.74261,1.0789,160.29
143.4375,0.7437,1.079797,160.99
143.0625,0.7412,1.084363,162.19
143.46875,0.73701,1.097695,161.2
142.84375,0.7347,1.099626,161.45
143.46875,0.73267,1.101079,162.0
142.75,0.7401,1.100364,161.96
143.53125,0.7363,1.10154,162.39
143.78125,0.73943,1.099022,161.84
143.6875,0.74686,1.088862,161.57
143.875,0.74804,1.090275,159.7
143.25,0.74607,1.086283,159.89
142.625,0.74338,1.090988,159.05
143.46875,0.7438,1.090037,158.35
143.46875,0.7489,1.084446,155.76
143.0625,0.74922,1.083154,155.33
143.09375,0.7465,1.084599,151.44
143.84375,0.7534,1.077702,152.62
144.0,0.7579,1.074495,152.97
145.25,0.75781,1.074807,154.34
145.625,0.7654,1.073641,156.22
145.15625,0.76535,1.073422,154.57
145.28125,0.7604,1.076994,153.0
145.84375,0.7657,1.067122,152.44
145.4375,0.76823,1.061549,152.3
145.15625,0.7671,1.06349,152.38
144.34375,0.76637,1.062485,153.23
143.46875,0.7705,1.054296,152.69
142.5,0.7627,1.061346,152.71
142.4375,0.76994,1.050089,152.99
143.0625,0.7673,1.054596,154.19
143.0625,0.7675,1.055743,153.66
142.8125,0.7717,1.049781,153.68
143.375,0.7685,1.056067,154.0
144.21875,0.77563,1.057753,155.38
145.21875,0.7725,1.055743,156.08
143.125,0.77737,1.055264,155.37
143.3125,0.7727,1.058649,156.25
143.625,0.7749,1.056859,155.55
143.5,0.76781,1.06553,155.24
143.6875,0.7777,1.054507,154.72
144.5625,0.7776,1.054741,155.36
144.46875,0.7826,1.048328,154.45
144.875,0.7809,1.052499,154.67
144.4375,0.7782,1.056747,152.43
145.28125,0.78,1.054152,150.73
146.34375,0.7782,1.058425,150.29
148.0,0.7735,1.063208,152.81
147.3125,0.7697,1.070778,152.16
147.0,0.7675,1.07032,153.34
145.9375,0.76451,1.072616,150.75
146.21875,0.76597,1.071444,151.05
147.53125,0.7625,1.075153,143.95
147.9375,0.7634,1.07718,131.31
147.625,0.76601,1.075269,132.8
147.96875,0.7588,1.084363,132.87
148.4375,0.76717,1.072386,134.3
148.125,0.7661,1.072616,135.47
148.15625,0.76595,1.071421,137.9
148.09375,0.7656,1.070251,136.88
148.1875,0.76956,1.05753,138.37
147.9375,0.7682,1.055509,141.63
148.875,0.7688,1.058056,140.91
148.59375,0.76672,1.061537,142.3
148.375,0.7636,1.067122,142.77
149.125,0.7594,1.076032,141.11
149.1875,0.7586,1.078981,141.92
147.0625,0.7654,1.069862,142.09
146.5,0.762,1.069324,142.15
146.25,0.7651,1.06553,140.38
146.71875,0.7647,1.062925,142.46
146.5,0.7598,1.069519,140.81
145.0,0.7672,1.053308,139.6
144.625,0.77129,1.043079,138.43
144.0625,0.76994,1.045806,137.81
144.1875,0.77297,1.036012,134.63
145.4375,0.77625,1.035947,134.09
143.96875,0.7762,1.036699,131.07
143.75,0.77908,1.030609,135.12
144.09375,0.77573,1.034447,132.88
142.84375,0.77405,1.031885,131.94
143.0,0.77869,1.020096,134.61
143.375,0.77369,1.030928,133.76
141.25,0.77316,1.038637,133.49
141.625,0.77843,1.023646,134.83
141.5,0.77233,1.040366,136.7
141.0625,0.76664,1.048548,133.92
141.3125,0.76944,1.044932,136.51
141.09375,0.76494,1.055409,135.23
141.625,0.76491,1.054519,135.52
142.125,0.76375,1.061797,136.53
140.78125,0.75497,1.07587,133.28
139.9375,0.7562,1.067111,133.94
140.34375,0.7562,1.071008,133.25
139.78125,0.7562,1.0819,134.25
140.71875,0.74965,1.086248,133.74
141.3125,0.74806,1.084175,134.43
140.53125,0.74914,1.084952,133.77
140.5625,0.74833,1.084246,132.13
139.90625,0.74683,1.086602,130.59
136.125,0.75234,1.076786,123.6
135.03125,0.75554,1.079797,125.05
134.8125,0.76305,1.06792,123.93
134.15625,0.76148,1.072444,123.47
134.96875,0.76454,1.065417,118.28
135.59375,0.76844,1.061402,115.94
135.84375,0.76711,1.058324,119.11
135.75,0.7684,1.058089,121.13
135.96875,0.76525,1.058235,120.05
135.5625,0.77048,1.051967,120.74
132.65625,0.77473,1.045478,118.09
133.5,0.77948,1.035947,119.51
133.46875,0.77694,1.037646,120.62
132.875,0.78236,1.027686,120.95
134.21875,0.75828,1.061244,124.24
133.9375,0.76349,1.055632,124.13
134.59375,0.7657,1.056412,124.18
134.96875,0.76577,1.054519,124.89
135.34375,0.76039,1.063604,123.32
134.65625,0.76237,1.062248,124.01
135.5,0.76274,1.058918,125.11
135.5,0.75988,1.064509,128.84
135.0625,0.75813,1.068422,129.71
134.09375,0.75624,1.069747,127.48
134.0,0.7581,1.066087,128.67
134.71875,0.75334,1.075431,128.78
134.15625,0.75259,1.077563,128.47
133.90625,0.75394,1.074241,128.12
134.0625,0.75387,1.075708,127.96
132.03125,0.7518,1.079914,126.61
133.71875,0.75689,1.067886,126.36
133.1875,0.75307,1.076195,125.7
133.15625,0.75429,1.078179,123.97
133.90625,0.75142,1.081081,124.15
134.28125,0.74957,1.085305,126.86
134.4375,0.74738,1.086933,126.86
134.125,0.74966,1.084599,129.13
132.625,0.75228,1.079482,127.74
132.625,0.75383,1.072225,129.0
132.0625,0.75391,1.070859,131.69
131.03125,0.74884,1.080707,132.58
130.375,0.75024,1.078632,132.01
131.34375,0.74997,1.082017,132.45
130.8125,0.7451,1.090703,132.07
130.59375,0.74946,1.083072,132.81
131.8125,0.74878,1.082731,134.9
131.96875,0.74702,1.085765,135.45
133.1875,0.74743,1.084716,136.75
132.46875,0.74671,1.090394,136.71
133.125,0.74991,1.083882,135.87
133.34375,0.7555,1.073768,134.62
131.71875,0.75815,1.069862,136.42
131.3125,0.75907,1.068148,134.66
130.125,0.75754,1.068719,132.2
130.46875,0.76229,1.058246,134.15
131.03125,0.75906,1.065292,133.91
130.28125,0.75426,1.072317,131.74
130.875,0.75379,1.069633,131.7
131.15625,0.751,1.07528,127.67
131.3125,0.75194,1.074356,127.82
131.34375,0.74854,1.080964,126.45
131.84375,0.74974,1.07897,126.5
133.46875,0.74862,1.079914,132.01
132.9375,0.73948,1.096011,131.75
131.6875,0.73887,1.098467,127.96
131.90625,0.73885,1.098274,127.55
132.96875,0.7408,1.098454,127.66
133.59375,0.74229,1.094811,128.79
133.125,0.73981,1.099022,127.79
133.4375,0.7415,1.09878,128.97
133.375,0.74099,1.104728,128.18
133.0,0.73936,1.104606,124.59
133.28125,0.73946,1.103193,127.06
133.4375,0.73578,1.108537,127.18
132.96875,0.73399,1.112595,126.53
133.34375,0.73692,1.104606,127.64
133.40625,0.74074,1.0963,127.4
133.125,0.7354,1.108697,126.11
132.65625,0.73963,1.098237,124.27
132.8125,0.73928,1.097924,122.6
132.21875,0.73764,1.09907,122.83
132.15625,0.73754,1.09749,123.73
132.96875,0.73955,1.094883,123.54
134.15625,0.73951,1.093853,127.42
134.09375,0.73169,1.107297,126.85
133.71875,0.73089,1.108463,126.98
135.0,0.73121,1.108279,129.34
135.46875,0.72577,1.117319,128.69
135.0625,0.72564,1.120649,129.9
135.34375,0.72443,1.120825,130.46
135.21875,0.72436,1.120448,130.56
135.25,0.7252,1.116545,129.77
134.96875,0.72764,1.111766,129.6
134.8125,0.72865,1.110803,127.74
133.75,0.73639,1.101977,126.95
133.96875,0.74107,1.096011,126.81
132.96875,0.73981,1.099264,126.56
